year,Season,Location_district,Crop_nam,harvested,Productio,yields =production/Extent
2004.0,Yala,Mullativu,Beans,8.0,15.0,1.875
2004.0,Yala,Mullativu,Beetroot,14.0,26.0,1.8571428571428572
2004.0,Yala,Mullativu,Cabbage,26.0,227.0,8.73076923076923
2004.0,Yala,Mullativu,Carrot,12.0,32.0,2.6666666666666665
2004.0,Yala,Mullativu,Tomatoes,51.0,283.0,5.549019607843137
2004.0,Yala,Nuwara Eliya,Beans,775.0,2748.0,3.5458064516129033
2004.0,Yala,Nuwara Eliya,Beetroot,550.0,5938.0,10.796363636363637
2004.0,Yala,Nuwara Eliya,Cabbage,833.0,14909.0,17.897959183673468
2004.0,Yala,Nuwara Eliya,Carrot,1004.0,11052.0,11.00796812749004
2004.0,Yala,Nuwara Eliya,Tomatoes,360.0,4122.0,11.45
2004.0,Yala,Polonnaruwa,Beans,2.0,5.0,2.5
2004.0,Yala,Polonnaruwa,Beetroot,0.0,0.0,0.0
2004.0,Yala,Polonnaruwa,Cabbage,0.0,0.0,0.0
2004.0,Yala,Polonnaruwa,Carrot,0.0,0.0,0.0
2004.0,Yala,Polonnaruwa,Tomatoes,43.0,181.0,4.209302325581396
2004.0,Yala,Puttalam,Beans,18.0,149.0,8.277777777777779
2004.0,Yala,Puttalam,Beetroot,118.0,1164.0,9.864406779661017
2004.0,Yala,Puttalam,Cabbage,88.0,1085.0,12.329545454545455
2004.0,Yala,Puttalam,Carrot,0.0,0.0,0.0
2004.0,Yala,Puttalam,Tomatoes,14.0,117.0,8.357142857142858
2004.0,Yala,Ratnapura,Beans,241.0,1790.0,7.427385892116183
2004.0,Yala,Ratnapura,Beetroot,10.0,108.0,10.8
2004.0,Yala,Ratnapura,Cabbage,20.0,278.0,13.9
2004.0,Yala,Ratnapura,Carrot,9.0,98.0,10.88888888888889
2004.0,Yala,Ratnapura,Tomatoes,158.0,1053.0,6.6645569620253164
2004.0,Yala,Trincomalee,Beans,0.0,0.0,0.0
2004.0,Yala,Trincomalee,Beetroot,0.0,0.0,0.0
2004.0,Yala,Trincomalee,Cabbage,2.0,4.0,2.0
2004.0,Yala,Trincomalee,Carrot,1.0,3.0,3.0
2004.0,Yala,Trincomalee,Tomatoes,39.0,336.0,8.615384615384615
2004.0,Yala,Vavuniya,Beans,0.0,0.0,0.0
2004.0,Yala,Vavuniya,Beetroot,0.0,0.0,0.0
2004.0,Yala,Vavuniya,Cabbage,11.0,123.0,11.181818181818182
2004.0,Yala,Vavuniya,Carrot,0.0,0.0,0.0
2004.0,Yala,Vavuniya,Tomatoes,20.0,113.0,5.65
2005.0,Maha,Ampara,Beans,2.0,7.0,3.5
2005.0,Maha,Ampara,Beetroot,0.0,0.0,0.0
2005.0,Maha,Ampara,Cabbage,0.0,0.0,0.0
2005.0,Maha,Ampara,Carrot,0.0,0.0,0.0
2005.0,Maha,Ampara,Tomatoes,35.0,304.0,8.685714285714285
2005.0,Maha,Anuradhapura,Beans,31.0,101.0,3.2580645161290325
2005.0,Maha,Anuradhapura,Beetroot,112.0,989.0,8.830357142857142
2005.0,Maha,Anuradhapura,Cabbage,33.0,212.0,6.424242424242424
2005.0,Maha,Anuradhapura,Carrot,0.0,0.0,0.0
2005.0,Maha,Anuradhapura,Tomatoes,356.0,3061.0,8.598314606741573
2005.0,Maha,Badulla,Beans,3644.0,24472.0,6.71569703622393
2005.0,Maha,Badulla,Beetroot,257.0,3108.0,12.093385214007782
2005.0,Maha,Badulla,Cabbage,1215.0,21014.0,17.295473251028806
2005.0,Maha,Badulla,Carrot,715.0,9002.0,12.59020979020979
2005.0,Maha,Badulla,Tomatoes,1633.0,17568.0,10.758113900796081
2005.0,Maha,Batticaloa,Beans,0.0,0.0,0.0
2005.0,Maha,Batticaloa,Beetroot,0.0,0.0,0.0
2005.0,Maha,Batticaloa,Cabbage,0.0,0.0,0.0
2005.0,Maha,Batticaloa,Carrot,0.0,0.0,0.0
2005.0,Maha,Batticaloa,Tomatoes,45.0,289.0,6.4222222222222225
2005.0,Maha,Colombo,Beans,0.0,0.0,0.0
2005.0,Maha,Colombo,Beetroot,0.0,0.0,0.0
2005.0,Maha,Colombo,Cabbage,0.0,0.0,0.0
2005.0,Maha,Colombo,Carrot,0.0,0.0,0.0
2005.0,Maha,Colombo,Tomatoes,1.0,5.0,5.0
2005.0,Maha,Galle,Beans,0.0,0.0,0.0
2005.0,Maha,Galle,Beetroot,0.0,0.0,0.0
2005.0,Maha,Galle,Cabbage,0.0,0.0,0.0
2005.0,Maha,Galle,Carrot,0.0,0.0,0.0
2005.0,Maha,Galle,Tomatoes,19.0,55.0,2.8947368421052633
2005.0,Maha,Gampaha,Beans,0.0,0.0,0.0
2005.0,Maha,Gampaha,Beetroot,0.0,0.0,0.0
2005.0,Maha,Gampaha,Cabbage,0.0,0.0,0.0
2005.0,Maha,Gampaha,Carrot,0.0,0.0,0.0
2005.0,Maha,Gampaha,Tomatoes,15.0,75.0,5.0
2005.0,Maha,Hanbantota,Beans,0.0,0.0,0.0
2005.0,Maha,Hanbantota,Beetroot,0.0,0.0,0.0
2005.0,Maha,Hanbantota,Cabbage,0.0,0.0,0.0
2005.0,Maha,Hanbantota,Carrot,0.0,0.0,0.0
2005.0,Maha,Hanbantota,Tomatoes,135.0,1175.0,8.703703703703704
2005.0,Maha,Jaffna,Beans,80.0,407.0,5.0875
2005.0,Maha,Jaffna,Beetroot,71.0,566.0,7.971830985915493
2005.0,Maha,Jaffna,Cabbage,71.0,557.0,7.845070422535211
2005.0,Maha,Jaffna,Carrot,90.0,699.0,7.766666666666667
2005.0,Maha,Jaffna,Tomatoes,103.0,866.0,8.407766990291263
2005.0,Maha,Kaluthara,Beans,0.0,0.0,0.0
2005.0,Maha,Kaluthara,Beetroot,0.0,0.0,0.0
2005.0,Maha,Kaluthara,Cabbage,0.0,0.0,0.0
2005.0,Maha,Kaluthara,Carrot,0.0,0.0,0.0
2005.0,Maha,Kaluthara,Tomatoes,2.0,12.0,6.0
2005.0,Maha,Kandy,Beans,1091.0,3628.0,3.325389550870761
2005.0,Maha,Kandy,Beetroot,95.0,815.0,8.578947368421053
2005.0,Maha,Kandy,Cabbage,566.0,7829.0,13.832155477031803
2005.0,Maha,Kandy,Carrot,163.0,1435.0,8.803680981595091
2005.0,Maha,Kandy,Tomatoes,915.0,7858.0,8.587978142076503
2005.0,Maha,Kegalle,Beans,23.0,40.0,1.7391304347826086
2005.0,Maha,Kegalle,Beetroot,0.0,0.0,0.0
2005.0,Maha,Kegalle,Cabbage,0.0,0.0,0.0
2005.0,Maha,Kegalle,Carrot,0.0,0.0,0.0
2005.0,Maha,Kegalle,Tomatoes,12.0,65.0,5.416666666666667
2005.0,Maha,Kilinochchi,Beans,29.0,140.0,4.827586206896552
2005.0,Maha,Kilinochchi,Beetroot,17.0,102.0,6.0
2005.0,Maha,Kilinochchi,Cabbage,38.0,204.0,5.368421052631579
2005.0,Maha,Kilinochchi,Carrot,20.0,134.0,6.7
2005.0,Maha,Kilinochchi,Tomatoes,72.0,438.0,6.083333333333333
2005.0,Maha,Kurunegala,Beans,7.0,21.0,3.0
2005.0,Maha,Kurunegala,Beetroot,202.0,1607.0,7.955445544554456
2005.0,Maha,Kurunegala,Cabbage,0.0,0.0,0.0
2005.0,Maha,Kurunegala,Carrot,0.0,0.0,0.0
2005.0,Maha,Kurunegala,Tomatoes,115.0,660.0,5.739130434782608
2005.0,Maha,Mannar,Beans,2.0,10.0,5.0
2005.0,Maha,Mannar,Beetroot,3.0,24.0,8.0
2005.0,Maha,Mannar,Cabbage,2.0,20.0,10.0
2005.0,Maha,Mannar,Carrot,2.0,13.0,6.5
2005.0,Maha,Mannar,Tomatoes,31.0,259.0,8.35483870967742
2005.0,Maha,Matale,Beans,671.0,2220.0,3.30849478390462
2005.0,Maha,Matale,Beetroot,190.0,1430.0,7.526315789473684
2005.0,Maha,Matale,Cabbage,204.0,3074.0,15.068627450980392
2005.0,Maha,Matale,Carrot,6.0,56.0,9.333333333333334
2005.0,Maha,Matale,Tomatoes,771.0,6689.0,8.6757457846952
2005.0,Maha,Matara,Beans,3.0,6.0,2.0
2005.0,Maha,Matara,Beetroot,0.0,0.0,0.0
2005.0,Maha,Matara,Cabbage,0.0,0.0,0.0
2005.0,Maha,Matara,Carrot,0.0,0.0,0.0
2005.0,Maha,Matara,Tomatoes,18.0,84.0,4.666666666666667
2005.0,Maha,Monaragala,Beans,29.0,85.0,2.9310344827586206
2005.0,Maha,Monaragala,Beetroot,3.0,28.0,9.333333333333334
2005.0,Maha,Monaragala,Cabbage,7.0,49.0,7.0
2005.0,Maha,Monaragala,Carrot,0.0,0.0,0.0
2005.0,Maha,Monaragala,Tomatoes,192.0,1421.0,7.401041666666667
2005.0,Maha,Mullativu,Beans,2.0,6.0,3.0
2005.0,Maha,Mullativu,Beetroot,18.0,47.0,2.611111111111111
2005.0,Maha,Mullativu,Cabbage,37.0,295.0,7.972972972972973
2005.0,Maha,Mullativu,Carrot,15.0,69.0,4.6
2005.0,Maha,Mullativu,Tomatoes,69.0,416.0,6.028985507246377
2005.0,Maha,Nuwara Eliya,Beans,1493.0,6287.0,4.21098459477562
2005.0,Maha,Nuwara Eliya,Beetroot,996.0,12427.0,12.476907630522089
2005.0,Maha,Nuwara Eliya,Cabbage,1673.0,28261.0,16.89240884638374
2005.0,Maha,Nuwara Eliya,Carrot,2071.0,25417.0,12.2728150651859
2005.0,Maha,Nuwara Eliya,Tomatoes,1047.0,11509.0,10.99235912129895
2005.0,Maha,Polonnaruwa,Beans,0.0,0.0,0.0
2005.0,Maha,Polonnaruwa,Beetroot,3.0,20.0,6.666666666666667
2005.0,Maha,Polonnaruwa,Cabbage,0.0,0.0,0.0
2005.0,Maha,Polonnaruwa,Carrot,0.0,0.0,0.0
2005.0,Maha,Polonnaruwa,Tomatoes,55.0,247.0,4.490909090909091
2005.0,Maha,Puttalam,Beans,0.0,0.0,0.0
2005.0,Maha,Puttalam,Beetroot,64.0,625.0,9.765625
2005.0,Maha,Puttalam,Cabbage,88.0,925.0,10.511363636363637
2005.0,Maha,Puttalam,Carrot,2.0,5.0,2.5
2005.0,Maha,Puttalam,Tomatoes,39.0,258.0,6.615384615384615
2005.0,Maha,Ratnapura,Beans,522.0,3090.0,5.919540229885057
2005.0,Maha,Ratnapura,Beetroot,13.0,149.0,11.461538461538462
2005.0,Maha,Ratnapura,Cabbage,49.0,574.0,11.714285714285714
2005.0,Maha,Ratnapura,Carrot,8.0,100.0,12.5
2005.0,Maha,Ratnapura,Tomatoes,287.0,1921.0,6.693379790940766
2005.0,Maha,Trincomalee,Beans,2.0,6.0,3.0
2005.0,Maha,Trincomalee,Beetroot,0.0,0.0,0.0
2005.0,Maha,Trincomalee,Cabbage,2.0,4.0,2.0
2005.0,Maha,Trincomalee,Carrot,0.0,0.0,0.0
2005.0,Maha,Trincomalee,Tomatoes,43.0,379.0,8.813953488372093
2005.0,Maha,Vavuniya,Beans,49.0,153.0,3.122448979591837
2005.0,Maha,Vavuniya,Beetroot,27.0,164.0,6.074074074074074
2005.0,Maha,Vavuniya,Cabbage,92.0,768.0,8.347826086956522
2005.0,Maha,Vavuniya,Carrot,0.0,0.0,0.0
2005.0,Maha,Vavuniya,Tomatoes,98.0,560.0,5.714285714285714
2005.0,Yala,Ampara,Beans,2.0,7.0,3.5
2005.0,Yala,Ampara,Beetroot,0.0,0.0,0.0
2005.0,Yala,Ampara,Cabbage,0.0,0.0,0.0
2005.0,Yala,Ampara,Carrot,0.0,0.0,0.0
2005.0,Yala,Ampara,Tomatoes,22.0,200.0,9.090909090909092
2005.0,Yala,Anuradhapura,Beans,31.0,101.0,3.2580645161290325
2005.0,Yala,Anuradhapura,Beetroot,35.0,523.0,14.942857142857143
2005.0,Yala,Anuradhapura,Cabbage,20.0,145.0,7.25
2005.0,Yala,Anuradhapura,Carrot,0.0,0.0,0.0
2005.0,Yala,Anuradhapura,Tomatoes,244.0,2281.0,9.348360655737705
2005.0,Yala,Badulla,Beans,2148.0,15615.0,7.2695530726256985
2005.0,Yala,Badulla,Beetroot,122.0,1470.0,12.049180327868852
2005.0,Yala,Badulla,Cabbage,642.0,11379.0,17.72429906542056
2005.0,Yala,Badulla,Carrot,360.0,4405.0,12.23611111111111
2005.0,Yala,Badulla,Tomatoes,933.0,10172.0,10.90246516613076
2005.0,Yala,Batticaloa,Beans,0.0,0.0,0.0
2005.0,Yala,Batticaloa,Beetroot,0.0,0.0,0.0
2005.0,Yala,Batticaloa,Cabbage,0.0,0.0,0.0
2005.0,Yala,Batticaloa,Carrot,0.0,0.0,0.0
2005.0,Yala,Batticaloa,Tomatoes,29.0,183.0,6.310344827586207
2005.0,Yala,Colombo,Beans,0.0,0.0,0.0
2005.0,Yala,Colombo,Beetroot,0.0,0.0,0.0
2005.0,Yala,Colombo,Cabbage,0.0,0.0,0.0
2005.0,Yala,Colombo,Carrot,0.0,0.0,0.0
2005.0,Yala,Colombo,Tomatoes,1.0,5.0,5.0
2005.0,Yala,Galle,Beans,0.0,0.0,0.0
2005.0,Yala,Galle,Beetroot,0.0,0.0,0.0
2005.0,Yala,Galle,Cabbage,0.0,0.0,0.0
2005.0,Yala,Galle,Carrot,0.0,0.0,0.0
2005.0,Yala,Galle,Tomatoes,6.0,11.0,1.8333333333333333
2005.0,Yala,Gampaha,Beans,0.0,0.0,0.0
2005.0,Yala,Gampaha,Beetroot,0.0,0.0,0.0
2005.0,Yala,Gampaha,Cabbage,0.0,0.0,0.0
2005.0,Yala,Gampaha,Carrot,0.0,0.0,0.0
2005.0,Yala,Gampaha,Tomatoes,4.0,29.0,7.25
2005.0,Yala,Hanbantota,Beans,0.0,0.0,0.0
2005.0,Yala,Hanbantota,Beetroot,0.0,0.0,0.0
2005.0,Yala,Hanbantota,Cabbage,0.0,0.0,0.0
2005.0,Yala,Hanbantota,Carrot,0.0,0.0,0.0
2005.0,Yala,Hanbantota,Tomatoes,114.0,1050.0,9.210526315789474
2005.0,Yala,Jaffna,Beans,42.0,281.0,6.690476190476191
2005.0,Yala,Jaffna,Beetroot,41.0,303.0,7.390243902439025
2005.0,Yala,Jaffna,Cabbage,46.0,415.0,9.021739130434783
2005.0,Yala,Jaffna,Carrot,50.0,347.0,6.94
2005.0,Yala,Jaffna,Tomatoes,58.0,458.0,7.896551724137931
2005.0,Yala,Kaluthara,Beans,0.0,0.0,0.0
2005.0,Yala,Kaluthara,Beetroot,0.0,0.0,0.0
2005.0,Yala,Kaluthara,Cabbage,0.0,0.0,0.0
2005.0,Yala,Kaluthara,Carrot,0.0,0.0,0.0
2005.0,Yala,Kaluthara,Tomatoes,1.0,7.0,7.0
2005.0,Yala,Kandy,Beans,668.0,2074.0,3.104790419161677
2005.0,Yala,Kandy,Beetroot,57.0,527.0,9.24561403508772
2005.0,Yala,Kandy,Cabbage,320.0,5362.0,16.75625
2005.0,Yala,Kandy,Carrot,93.0,1015.0,10.913978494623656
2005.0,Yala,Kandy,Tomatoes,572.0,5661.0,9.896853146853147
2005.0,Yala,Kegalle,Beans,18.0,25.0,1.3888888888888888
2005.0,Yala,Kegalle,Beetroot,0.0,0.0,0.0
2005.0,Yala,Kegalle,Cabbage,0.0,0.0,0.0
2005.0,Yala,Kegalle,Carrot,0.0,0.0,0.0
2005.0,Yala,Kegalle,Tomatoes,6.0,38.0,6.333333333333333
2005.0,Yala,Kilinochchi,Beans,29.0,140.0,4.827586206896552
2005.0,Yala,Kilinochchi,Beetroot,4.0,24.0,6.0
2005.0,Yala,Kilinochchi,Cabbage,19.0,104.0,5.473684210526316
2005.0,Yala,Kilinochchi,Carrot,15.0,105.0,7.0
2005.0,Yala,Kilinochchi,Tomatoes,54.0,324.0,6.0
2005.0,Yala,Kurunegala,Beans,3.0,7.0,2.3333333333333335
2005.0,Yala,Kurunegala,Beetroot,18.0,116.0,6.444444444444445
2005.0,Yala,Kurunegala,Cabbage,0.0,0.0,0.0
2005.0,Yala,Kurunegala,Carrot,0.0,0.0,0.0
2005.0,Yala,Kurunegala,Tomatoes,55.0,367.0,6.672727272727273
2005.0,Yala,Mannar,Beans,1.0,8.0,8.0
2005.0,Yala,Mannar,Beetroot,2.0,18.0,9.0
2005.0,Yala,Mannar,Cabbage,2.0,20.0,10.0
2005.0,Yala,Mannar,Carrot,1.0,10.0,10.0
2005.0,Yala,Mannar,Tomatoes,19.0,136.0,7.157894736842105
2005.0,Yala,Matale,Beans,441.0,1430.0,3.2426303854875282
2005.0,Yala,Matale,Beetroot,59.0,449.0,7.610169491525424
2005.0,Yala,Matale,Cabbage,130.0,2408.0,18.523076923076925
2005.0,Yala,Matale,Carrot,3.0,38.0,12.666666666666666
2005.0,Yala,Matale,Tomatoes,157.0,1181.0,7.522292993630574
2005.0,Yala,Matara,Beans,1.0,3.0,3.0
2005.0,Yala,Matara,Beetroot,0.0,0.0,0.0
2005.0,Yala,Matara,Cabbage,0.0,0.0,0.0
2005.0,Yala,Matara,Carrot,0.0,0.0,0.0
2005.0,Yala,Matara,Tomatoes,7.0,34.0,4.857142857142857
2005.0,Yala,Monaragala,Beans,12.0,40.0,3.3333333333333335
2005.0,Yala,Monaragala,Beetroot,3.0,28.0,9.333333333333334
2005.0,Yala,Monaragala,Cabbage,2.0,21.0,10.5
2005.0,Yala,Monaragala,Carrot,0.0,0.0,0.0
2005.0,Yala,Monaragala,Tomatoes,142.0,970.0,6.830985915492958
2005.0,Yala,Mullativu,Beans,1.0,1.0,1.0
2005.0,Yala,Mullativu,Beetroot,11.0,18.0,1.6363636363636365
2005.0,Yala,Mullativu,Cabbage,21.0,150.0,7.142857142857143
2005.0,Yala,Mullativu,Carrot,8.0,20.0,2.5
2005.0,Yala,Mullativu,Tomatoes,44.0,222.0,5.045454545454546
2005.0,Yala,Nuwara Eliya,Beans,794.0,2970.0,3.7405541561712847
2005.0,Yala,Nuwara Eliya,Beetroot,520.0,5762.0,11.080769230769231
2005.0,Yala,Nuwara Eliya,Cabbage,779.0,13450.0,17.265725288831835
2005.0,Yala,Nuwara Eliya,Carrot,1094.0,12204.0,11.155393053016454
2005.0,Yala,Nuwara Eliya,Tomatoes,457.0,5316.0,11.63238512035011
2005.0,Yala,Polonnaruwa,Beans,0.0,0.0,0.0
2005.0,Yala,Polonnaruwa,Beetroot,2.0,17.0,8.5
2005.0,Yala,Polonnaruwa,Cabbage,0.0,0.0,0.0
2005.0,Yala,Polonnaruwa,Carrot,0.0,0.0,0.0
2005.0,Yala,Polonnaruwa,Tomatoes,37.0,163.0,4.405405405405405
2005.0,Yala,Puttalam,Beans,0.0,0.0,0.0
2005.0,Yala,Puttalam,Beetroot,64.0,625.0,9.765625
2005.0,Yala,Puttalam,Cabbage,68.0,846.0,12.441176470588236
2005.0,Yala,Puttalam,Carrot,0.0,0.0,0.0
2005.0,Yala,Puttalam,Tomatoes,25.0,193.0,7.72
2005.0,Yala,Ratnapura,Beans,265.0,2089.0,7.8830188679245285
2005.0,Yala,Ratnapura,Beetroot,4.0,42.0,10.5
2005.0,Yala,Ratnapura,Cabbage,21.0,329.0,15.666666666666666
2005.0,Yala,Ratnapura,Carrot,3.0,39.0,13.0
2005.0,Yala,Ratnapura,Tomatoes,97.0,723.0,7.453608247422681
2005.0,Yala,Trincomalee,Beans,2.0,6.0,3.0
2005.0,Yala,Trincomalee,Beetroot,0.0,0.0,0.0
2005.0,Yala,Trincomalee,Cabbage,1.0,2.0,2.0
2005.0,Yala,Trincomalee,Carrot,0.0,0.0,0.0
2005.0,Yala,Trincomalee,Tomatoes,35.0,299.0,8.542857142857143
2005.0,Yala,Vavuniya,Beans,4.0,18.0,4.5
2005.0,Yala,Vavuniya,Beetroot,16.0,108.0,6.75
2005.0,Yala,Vavuniya,Cabbage,53.0,614.0,11.584905660377359
2005.0,Yala,Vavuniya,Carrot,0.0,0.0,0.0
2005.0,Yala,Vavuniya,Tomatoes,43.0,246.0,5.72093023255814
2006.0,Maha,Ampara,Beans,5.0,18.0,3.6
2006.0,Maha,Ampara,Beetroot,0.0,0.0,0.0
2006.0,Maha,Ampara,Cabbage,13.0,149.0,11.461538461538462
2006.0,Maha,Ampara,Carrot,0.0,0.0,0.0
2006.0,Maha,Ampara,Tomatoes,72.0,684.0,9.5
2006.0,Maha,Anuradhapura,Beans,23.0,74.0,3.217391304347826
2006.0,Maha,Anuradhapura,Beetroot,69.0,724.0,10.492753623188406
2006.0,Maha,Anuradhapura,Cabbage,38.0,265.0,6.973684210526316
2006.0,Maha,Anuradhapura,Carrot,0.0,0.0,0.0
2006.0,Maha,Anuradhapura,Tomatoes,225.0,2003.0,8.902222222222223
2006.0,Maha,Badulla,Beans,3608.0,24307.0,6.736973392461198
2006.0,Maha,Badulla,Beetroot,254.0,3066.0,12.070866141732283
2006.0,Maha,Badulla,Cabbage,1196.0,20846.0,17.429765886287626
2006.0,Maha,Badulla,Carrot,650.0,8071.0,12.416923076923077
2006.0,Maha,Badulla,Tomatoes,1702.0,18388.0,10.803760282021152
2006.0,Maha,Batticaloa,Beans,0.0,0.0,0.0
2006.0,Maha,Batticaloa,Beetroot,0.0,0.0,0.0
2006.0,Maha,Batticaloa,Cabbage,0.0,0.0,0.0
2006.0,Maha,Batticaloa,Carrot,0.0,0.0,0.0
2006.0,Maha,Batticaloa,Tomatoes,58.0,355.0,6.120689655172414
2006.0,Maha,Colombo,Beans,0.0,0.0,0.0
2006.0,Maha,Colombo,Beetroot,0.0,0.0,0.0
2006.0,Maha,Colombo,Cabbage,0.0,0.0,0.0
2006.0,Maha,Colombo,Carrot,0.0,0.0,0.0
2006.0,Maha,Colombo,Tomatoes,3.0,13.0,4.333333333333333
2006.0,Maha,Galle,Beans,0.0,0.0,0.0
2006.0,Maha,Galle,Beetroot,0.0,0.0,0.0
2006.0,Maha,Galle,Cabbage,0.0,0.0,0.0
2006.0,Maha,Galle,Carrot,0.0,0.0,0.0
2006.0,Maha,Galle,Tomatoes,8.0,21.0,2.625
2006.0,Maha,Gampaha,Beans,0.0,0.0,0.0
2006.0,Maha,Gampaha,Beetroot,0.0,0.0,0.0
2006.0,Maha,Gampaha,Cabbage,1.0,6.0,6.0
2006.0,Maha,Gampaha,Carrot,0.0,0.0,0.0
2006.0,Maha,Gampaha,Tomatoes,15.0,83.0,5.533333333333333
2006.0,Maha,Hanbantota,Beans,0.0,0.0,0.0
2006.0,Maha,Hanbantota,Beetroot,0.0,0.0,0.0
2006.0,Maha,Hanbantota,Cabbage,0.0,0.0,0.0
2006.0,Maha,Hanbantota,Carrot,0.0,0.0,0.0
2006.0,Maha,Hanbantota,Tomatoes,250.0,2005.0,8.02
2006.0,Maha,Jaffna,Beans,92.0,470.0,5.108695652173913
2006.0,Maha,Jaffna,Beetroot,78.0,625.0,8.012820512820513
2006.0,Maha,Jaffna,Cabbage,72.0,564.0,7.833333333333333
2006.0,Maha,Jaffna,Carrot,97.0,759.0,7.824742268041237
2006.0,Maha,Jaffna,Tomatoes,105.0,887.0,8.447619047619048
2006.0,Maha,Kaluthara,Beans,0.0,0.0,0.0
2006.0,Maha,Kaluthara,Beetroot,0.0,0.0,0.0
2006.0,Maha,Kaluthara,Cabbage,0.0,0.0,0.0
2006.0,Maha,Kaluthara,Carrot,0.0,0.0,0.0
2006.0,Maha,Kaluthara,Tomatoes,2.0,13.0,6.5
2006.0,Maha,Kandy,Beans,856.0,2883.0,3.3679906542056073
2006.0,Maha,Kandy,Beetroot,55.0,461.0,8.381818181818181
2006.0,Maha,Kandy,Cabbage,448.0,5949.0,13.279017857142858
2006.0,Maha,Kandy,Carrot,204.0,1883.0,9.230392156862745
2006.0,Maha,Kandy,Tomatoes,878.0,7906.0,9.004555808656036
2006.0,Maha,Kegalle,Beans,15.0,29.0,1.9333333333333333
2006.0,Maha,Kegalle,Beetroot,0.0,0.0,0.0
2006.0,Maha,Kegalle,Cabbage,0.0,0.0,0.0
2006.0,Maha,Kegalle,Carrot,0.0,0.0,0.0
2006.0,Maha,Kegalle,Tomatoes,12.0,62.0,5.166666666666667
2006.0,Maha,Kilinochchi,Beans,0.0,0.0,0.0
2006.0,Maha,Kilinochchi,Beetroot,22.0,129.0,5.863636363636363
2006.0,Maha,Kilinochchi,Cabbage,44.0,237.0,5.386363636363637
2006.0,Maha,Kilinochchi,Carrot,15.0,95.0,6.333333333333333
2006.0,Maha,Kilinochchi,Tomatoes,77.0,469.0,6.090909090909091
2006.0,Maha,Kurunegala,Beans,34.0,109.0,3.2058823529411766
2006.0,Maha,Kurunegala,Beetroot,519.0,4136.0,7.96917148362235
2006.0,Maha,Kurunegala,Cabbage,6.0,20.0,3.3333333333333335
2006.0,Maha,Kurunegala,Carrot,0.0,0.0,0.0
2006.0,Maha,Kurunegala,Tomatoes,177.0,1011.0,5.711864406779661
2006.0,Maha,Mannar,Beans,3.0,10.0,3.3333333333333335
2006.0,Maha,Mannar,Beetroot,3.0,24.0,8.0
2006.0,Maha,Mannar,Cabbage,6.0,56.0,9.333333333333334
2006.0,Maha,Mannar,Carrot,1.0,11.0,11.0
2006.0,Maha,Mannar,Tomatoes,28.0,231.0,8.25
2006.0,Maha,Matale,Beans,898.0,2981.0,3.319599109131403
2006.0,Maha,Matale,Beetroot,171.0,1289.0,7.538011695906433
2006.0,Maha,Matale,Cabbage,210.0,3031.0,14.433333333333334
2006.0,Maha,Matale,Carrot,8.0,57.0,7.125
2006.0,Maha,Matale,Tomatoes,956.0,8122.0,8.49581589958159
2006.0,Maha,Matara,Beans,2.0,4.0,2.0
2006.0,Maha,Matara,Beetroot,0.0,0.0,0.0
2006.0,Maha,Matara,Cabbage,0.0,0.0,0.0
2006.0,Maha,Matara,Carrot,0.0,0.0,0.0
2006.0,Maha,Matara,Tomatoes,17.0,80.0,4.705882352941177
2006.0,Maha,Monaragala,Beans,67.0,203.0,3.029850746268657
2006.0,Maha,Monaragala,Beetroot,0.0,0.0,0.0
2006.0,Maha,Monaragala,Cabbage,1.0,6.0,6.0
2006.0,Maha,Monaragala,Carrot,0.0,0.0,0.0
2006.0,Maha,Monaragala,Tomatoes,152.0,1152.0,7.578947368421052
2006.0,Maha,Mullativu,Beans,6.0,21.0,3.5
2006.0,Maha,Mullativu,Beetroot,22.0,65.0,2.9545454545454546
2006.0,Maha,Mullativu,Cabbage,41.0,339.0,8.268292682926829
2006.0,Maha,Mullativu,Carrot,22.0,104.0,4.7272727272727275
2006.0,Maha,Mullativu,Tomatoes,88.0,555.0,6.306818181818182
2006.0,Maha,Nuwara Eliya,Beans,1595.0,5942.0,3.7253918495297804
2006.0,Maha,Nuwara Eliya,Beetroot,949.0,11808.0,12.442571127502635
2006.0,Maha,Nuwara Eliya,Cabbage,1721.0,25405.0,14.761766414875073
2006.0,Maha,Nuwara Eliya,Carrot,1954.0,25123.0,12.857215967246674
2006.0,Maha,Nuwara Eliya,Tomatoes,1121.0,12497.0,11.148082069580731
2006.0,Maha,Polonnaruwa,Beans,0.0,0.0,0.0
2006.0,Maha,Polonnaruwa,Beetroot,0.0,0.0,0.0
2006.0,Maha,Polonnaruwa,Cabbage,0.0,0.0,0.0
2006.0,Maha,Polonnaruwa,Carrot,0.0,0.0,0.0
2006.0,Maha,Polonnaruwa,Tomatoes,56.0,251.0,4.482142857142857
2006.0,Maha,Puttalam,Beans,0.0,0.0,0.0
2006.0,Maha,Puttalam,Beetroot,75.0,757.0,10.093333333333334
2006.0,Maha,Puttalam,Cabbage,111.0,1083.0,9.756756756756756
2006.0,Maha,Puttalam,Carrot,0.0,0.0,0.0
2006.0,Maha,Puttalam,Tomatoes,55.0,378.0,6.872727272727273
2006.0,Maha,Ratnapura,Beans,553.0,3317.0,5.998191681735985
2006.0,Maha,Ratnapura,Beetroot,13.0,153.0,11.76923076923077
